date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:37:09	48073/48073	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Dec%202022%2003:48:13%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/index.html	(from )
11:37:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Nov%202023%2004:37:09%20GMT	https://pxdraft.com/robots.txt		(from )
11:37:11	16435/16435	---M--	200	added ('OK')	text/css	date:Mon,%2019%20Dec%202022%2003:48:29%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/themify-icons.css	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/themify-icons/themify-icons.css	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:11	55967/55967	---M--	200	added ('OK')	text/css	date:Mon,%2019%20Dec%202022%2003:48:31%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:12	2936/2936	---M--	200	added ('OK')	text/css	date:Mon,%2019%20Dec%202022%2003:48:40%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/owl-carousel/css/owl.carousel.min.css	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/owl-carousel/css/owl.carousel.min.css	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:12	6951/6951	---M--	200	added ('OK')	text/css	date:Mon,%2019%20Dec%202022%2003:48:25%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/magnific/magnific-popup.css	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/magnific/magnific-popup.css	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:12	3529/3529	---M--	200	added ('OK')	text/css	date:Mon,%2019%20Dec%202022%2003:48:38%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/nav/css/component.css	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/nav/css/component.css	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:13	35369/35369	---M--	200	added ('OK')	text/css	date:Mon,%2019%20Dec%202022%2003:48:16%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/css/main.css	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/css/main.css	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:13	4682/4682	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Dec%202022%2003:48:39%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/nav/js/modernizr-custom.js	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/nav/js/modernizr-custom.js	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:13	1150/1150	---M--	200	added ('OK')	image/x-icon	date:Mon,%2019%20Dec%202022%2003:48:13%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/favicon.ico	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/favicon.ico	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:14	167295/167295	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:20%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/title-1.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/title-1.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:15	133557/133557	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:17%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/about-me.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/about-me.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:16	108216/108216	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:20%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/title-2.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/title-2.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:16	135861/135861	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:21%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/title-3.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/title-3.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:17	891956/891956	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Dec%202022%2003:48:19%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/home-banner.png	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/home-banner.png	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:18	73190/73190	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:18%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/project-1.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/project-1.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:18	123754/123754	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:19%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/project-2.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/project-2.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:20	98382/98382	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:19%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/project-3.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/project-3.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:21	78250/78250	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:18%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/project-4.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/project-4.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:21	48573/48573	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:19%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/project-6.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/project-6.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:22	23461/23461	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:17%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/avatar-4.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/avatar-4.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:22	115400/115400	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:21%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/project-5.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/project-5.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:22	37011/37011	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:17%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/avatar-3.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/avatar-3.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:22	37537/37537	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:17%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/avatar-2.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/avatar-2.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:23	175863/175863	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2003:48:21%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/img/title-4.jpg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/img/title-4.jpg	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:23	89476/89476	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Dec%202022%2003:48:24%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/js/jquery-3.5.1.min.js	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/js/jquery-3.5.1.min.js	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:23	42766/42766	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Dec%202022%2003:48:43%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/owl-carousel/js/owl.carousel.min.js	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/owl-carousel/js/owl.carousel.min.js	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:23	10645/10645	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Dec%202022%2003:48:28%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/typeit-master/typeit.min.js	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/typeit-master/typeit.min.js	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:24	35503/35503	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Dec%202022%2003:48:26%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/isotope/isotope.pkgd.min.js	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/isotope/isotope.pkgd.min.js	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:24	20216/20216	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Dec%202022%2003:48:25%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/magnific/jquery.magnific-popup.min.js	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/magnific/jquery.magnific-popup.min.js	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:24	1972/1972	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Dec%202022%2003:48:39%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/nav/js/classie.js	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/nav/js/classie.js	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:25	6138/6138	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Dec%202022%2003:48:39%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/nav/js/main.js	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/nav/js/main.js	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:25	4174/4174	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Dec%202022%2003:48:23%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/js/custom.js	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/js/custom.js	(from https://pxdraft.com/themeforest/tailwind/alexio/)
11:37:26	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2019%20Dec%202022%2003:48:32%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400.eot	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400.eot	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:26	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2019%20Dec%202022%2003:48:32%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400.eot?	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:26	74508/74508	---M--	200	added ('OK')	application/font-woff2	date:Mon,%2019%20Dec%202022%2003:48:32%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400.woff2	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400.woff2	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:26	87352/87352	---M--	200	added ('OK')	application/font-woff	date:Mon,%2019%20Dec%202022%2003:48:32%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400.woff	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400.woff	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:27	129048/129048	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2019%20Dec%202022%2003:48:32%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400.ttf	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400.ttf	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:27	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2019%20Dec%202022%2003:48:33%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400.eot	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400.eot	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:28	689922/689922	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2019%20Dec%202022%2003:48:33%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400.svg	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-brands-400.svg	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:29	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2019%20Dec%202022%2003:48:33%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400.eot?	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
11:37:29	13580/13580	---M--	200	added ('OK')	application/font-woff2	date:Mon,%2019%20Dec%202022%2003:48:33%20GMT	https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400.woff2	D:/SEMESTER%205/web_dini/pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/webfonts/fa-regular-400.woff2	(from https://pxdraft.com/themeforest/tailwind/alexio/assets/vendor/font-awesome/css/all.min.css)
